Marine_environment	Environment	stID	tsID	popID	filename	description	citation	URL	total_N	steps	interval_MY	trait_type	log_transformed	taxa	species	microfossil	sampling	age_model	sediment	environment2	period_start	period_end	epoch_start	epoch_end	age_start	age_end	source	publication_year	signature	lat	lon	set
benthic	marine	7	203	7_a	Campbell_and_Reyment_1978_and_Reyment_1982_V8	"Afrobolivina afra. Width of foramen, mm (V8)"	"Campbell, N. A., and R. A. Reyment. 1978. Discriminant analysis of a Cretaceous foraminifer using shrunken estimators. Mathematical Geology 10:347-359."	https://link.springer.com/article/10.1007/BF01031739	997	46	0.25	linear	no	foram	Afrobolivina_afra	yes	sediment core	NA	unknown	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Campanian	Maastrichtian	unknown	1982	unknown	6.574249099	4.874804749	yes
benthic	marine	7	202	7_a	Campbell_and_Reyment_1978_and_Reyment_1982_V9	"Afrobolivina afra. Location of foramen on second last chamber, mm (V9)"	"Campbell, N. A., and R. A. Reyment. 1978. Discriminant analysis of a Cretaceous foraminifer using shrunken estimators. Mathematical Geology 10:347-359."	https://link.springer.com/article/10.1007/BF01031739	997	46	0.25	linear	no	foram	Afrobolivina_afra	yes	sediment core	NA	unknown	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Campanian	Maastrichtian	unknown	1982	unknown	6.574249099	4.874804749	yes
benthic	marine	77	181	77_a	Hofker_france_deutdia	"Orbitolina lenticularis, diameter deuteroconch, France"	"Hofker, J. (1963). Studies on the Genus Orbitolina (Foraminiferida). Leidse Geologische Mededelingen, 29(1), 181?253."	https://repository.naturalis.nl/pub/505874	114	8	3.8615	linear	no	foram	Orbitolina lenticularis	yes	geological fieldwork	NA	mixed	marine	Cretaceous	Cretaceous	Lower Cretaceous	Upper Cretaceous	Albian	Cenomanian	HuntDB	1963	MFA	43.16	3.17	yes
benthic	marine	77	180	77_a	Hofker_france_protodia	"Orbitolina lenticularis, diameter proloculus, France"	"Hofker, J. (1963). Studies on the Genus Orbitolina (Foraminiferida). Leidse Geologische Mededelingen, 29(1), 181?253."	https://repository.naturalis.nl/pub/505874	114	8	3.8615	linear	no	foram	Orbitolina lenticularis	yes	geological fieldwork	NA	mixed	marine	Cretaceous	Cretaceous	Lower Cretaceous	Upper Cretaceous	Albian	Cenomanian	HuntDB	1963	MFA	43.16	3.17	yes
benthic	marine	77	179	77_b	Hofker_spain_deutdia	"Orbitolina lenticularis, diameter deuteroconch, spain"	"Hofker, J. (1963). Studies on the Genus Orbitolina (Foraminiferida). Leidse Geologische Mededelingen, 29(1), 181?253."	https://repository.naturalis.nl/pub/505874	188	8	1.991483871	linear	no	foram	Orbitolina lenticularis	yes	geological fieldwork	NA	mixed	marine	Cretaceous	Cretaceous	Lower Cretaceous	Upper Cretaceous	Albian	Cenomanian	HuntDB	1963	MFA	41.62	0.62	yes
benthic	marine	77	178	77_b	Hofker_spain_protodia	"Orbitolina lenticularis, diameter protoculus, spain"	"Hofker, J. (1963). Studies on the Genus Orbitolina (Foraminiferida). Leidse Geologische Mededelingen, 29(1), 181?253."	https://repository.naturalis.nl/pub/505874	189	8	1.991483871	linear	no	foram	Orbitolina lenticularis	yes	geological fieldwork	NA	mixed	marine	Cretaceous	Cretaceous	Lower Cretaceous	Upper Cretaceous	Albian	Cenomanian	HuntDB	1963	MFA	41.62	0.62	yes
benthic	marine	8	175	8_a	cheetham_auriculatum_LD.WO	"Metrarabdotos auriculatum, LD:WO ratio. LD=distance between lareral oral denticles . WO=width of secondary orifice, measured perpendicular to orifice length "	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.jstor.org/stable/30219624	68	20	4.7	ratio	no	bryozoan	Metarabdotos auriculatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
benthic	marine	8	174	8_a	Cheetham_auriculatum_WO	"Metarabdotos auriculatum, width of secondary orifice, measured perpendicular to orifice length (WO)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	68	20	4.7	linear	no	bryozoan	Metarabdotos auriculatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
benthic	marine	8	173	8_a	Cheetham_auriculatum_WZ	"Metarabdotos auriculatum,  Zooid width (distance between lateral margins of frontal shield perpendicular to length, WZ)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	68	20	4.7	linear	no	bryozoan	Metarabdotos auriculatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
benthic	marine	8	172	8_b	cheetham_colligatum_LD.WO	"Metrarabdotos colligatum,  LD:WO ratio. LD=distance between lareral oral denticles . WO=width of secondary orifice, measured perpendicular to orifice length "	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	94	16	1.55	ratio	no	bryozoan	Metarabdotos colligatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
benthic	marine	8	171	8_b	cheetham_colligatum_LO.WO	"Metrarabdotos colligatum, LO:WO ratio. LO= length of secondary orifice . WO=width of secondary orifice, measured perpendicular to orifice length "	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	94	16	1.55	ratio	no	bryozoan	Metarabdotos colligatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
benthic	marine	8	170	8_b	cheetham_colligatum_LVS.LVL	"Metrarabdotos colligatum, LVS:LVL ratio. LVS= length of shorter avicularia. LVL = length of longest avicularia "	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	94	16	1.55	ratio	no	bryozoan	Metarabdotos colligatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
benthic	marine	8	169	8_b	cheetham_colligatum_LZ.WZ	"Metrarabdotos colligatum LZ:WZ ratio. LZ= zooid length, WZ = zooid width"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	94	16	1.55	ratio	no	bryozoan	Metarabdotos colligatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
benthic	marine	8	168	8_b	Cheetham_colligatum_LAVL	"Metarabdotos colligatum, length of longest avicularia (LAVL)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	94	16	1.55	linear	no	bryozoan	Metarabdotos colligatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
benthic	marine	8	167	8_b	Cheetham_colligatum_LAVS	"Metarabdotos colligatum, length of shorter avicularia (LAVS)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	94	16	1.55	linear	no	bryozoan	Metarabdotos colligatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
benthic	marine	8	166	8_b	Cheetham_colligatum_LD	"Metarabdotos colligatum, distance between lateral oral denticles (LD)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	94	16	1.55	linear	no	bryozoan	Metarabdotos colligatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
benthic	marine	8	165	8_b	Cheetham_colligatum_LO	"Metarabdotos colligatum, length of secondary orifice (LO)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	94	16	1.55	linear	no	bryozoan	Metarabdotos colligatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
benthic	marine	8	164	8_a	cheetham_auriculatum_LO.WO	"Metrarabdotos auriculatum, LO:WO ratio. LO= length of secondary orifice. WO = width of secondary orifice"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	68	20	4.7	ratio	no	bryozoan	Metarabdotos auriculatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
benthic	marine	8	163	8_b	Cheetham_colligatum_LZ	"Metarabdotos colligatum, zooid length (LZ), distalmost point on  completed peristome to same point on next proximal zooid"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	94	16	1.55	linear	no	bryozoan	Metarabdotos colligatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
benthic	marine	8	162	8_b	Cheetham_colligatum_WO	"Metarabdotos colligatum, width of secondary orifice, measured perpendicular to orifice length (WO)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	94	16	1.55	linear	no	bryozoan	Metarabdotos colligatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
benthic	marine	8	161	8_b	Cheetham_colligatum_WZ	"Metarabdotos colligatum, zooid width (distance between lateral margins of frontal shield perpendicular to length, WZ)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	94	16	1.55	linear	no	bryozoan	Metarabdotos colligatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
benthic	marine	8	160	8_c	Cheetham_lacrymosum_LAVL	"Metarabdotos lacrymosum, length of longer avicularia (LAVL)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	49	16	4.35	linear	no	bryozoan	Metarabdotos lacrymosum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Tortonian	Piacenzian	HuntDB	2007	unknown			yes
